id,date_updated,vehicle_id,vehicle_label,vehicle_current_status,position_latitude,position_longitude,geo_point,position_speed,position_odometer,trip_schedule_relationship,trip_id,trip_start_date,trip_route_id,nom_alcaldia,cve_mun
1,27/01/2021 18:00,170,112,2,19.31749916,-99.18779755,"19.3174991608,-99.1877975464",16,231,2,,,367,Coyoacan,3
2,27/01/2021 18:00,177,119,1,19.29260063,-99.17749786,"19.2926006317,-99.1774978638",13,0,0,9732304,20200428,367,Tlalpan,17
3,27/01/2021 18:00,1286,219,2,19.45009995,-99.11009979,"19.4500999451,-99.1100997925",5,0,0,9678929,20200428,161,Venustiano Carranza,17
4,27/01/2021 18:00,1302,235,1,19.38920021,-99.05979919,"19.3892002106,-99.0597991943",4,0,0,9738091,20200428,301,Iztacalco,6
5,27/01/2021 18:00,361,303,2,19.38260078,-99.06130219,"19.3826007843,-99.0613021851",0,454,0,9738145,20200428,301,Iztapalapa,7
6,27/01/2021 18:00,370,312,2,19.38990021,-99.05889893,"19.3899002075,-99.0588989258",0,1790,2,,,,Iztacalco,6
7,27/01/2021 18:00,371,313,1,19.47920036,-99.06390381,"19.4792003632,-99.0639038086",0,1635,2,,,,Gustavo A. Madero,5
8,27/01/2021 18:00,409,351,2,19.40390015,-99.17240143,"19.4039001465,-99.1724014282",12,131,0,9736261,20200428,301,Cuahtemoc,15
9,27/01/2021 18:00,449,391,1,19.4034996,-99.17040253,"19.4034996033,-99.1704025269",5,0,0,9736737,20200428,301,Cuahtemoc,15
10,27/01/2021 18:00,1,401,2,19.42700005,-99.14900208,"19.4270000458,-99.1490020752",3,668,0,9685594,20200428,1,Cuahtemoc,15
11,27/01/2021 18:00,33,433,2,19.49160004,-99.15270233,"19.4916000366,-99.1527023315",0,213,0,9685029,20200428,1,Gustavo A. Madero,5
12,27/01/2021 18:00,38,438,2,19.42000008,-99.15419769,"19.4200000763,-99.1541976929",2,0,0,9683873,20200428,1,Cuahtemoc,15
13,27/01/2021 18:00,39,439,2,19.39710045,-99.15589905,"19.3971004486,-99.1558990479",0,288,2,,,,Benito Juarez,14
14,27/01/2021 18:00,40,440,2,19.40430069,-99.15540314,"19.4043006897,-99.1554031372",10,308,0,9686124,20200428,1,Cuahtemoc,15
15,27/01/2021 18:00,53,453,2,19.51199913,-99.16049957,"19.5119991302,-99.1604995728",13,369,0,9684965,20200428,1,Gustavo A. Madero,5
16,27/01/2021 18:00,1148,462,2,19.51729965,-99.16269684,"19.5172996521,-99.1626968384",13,295,0,9684625,20200428,1,Gustavo A. Madero,5
