id,date_updated,vehicle_id,vehicle_label,vehicle_current_status,position_latitude,position_longitude,geo_point,position_speed,position_odometer,trip_schedule_relationship,trip_id,trip_start_date,trip_route_id,nom_alcaldia,cve_mun
17,27/01/2021 18:00,1149,463,2,19.50629997,-99.15840149,"19.5062999725,-99.1584014893",13,253,0,9684521,20200428,1,Gustavo A. Madero,5
18,27/01/2021 18:00,981,467,2,19.43770027,-99.14790344,"19.4377002716,-99.1479034424",5,244,0,9685475,20200428,1,Cuahtemoc,15
19,27/01/2021 18:00,982,468,2,19.52610016,-99.16809845,"19.5261001587,-99.1680984497",2,441,0,9684797,20200428,1,Gustavo A. Madero,5
20,27/01/2021 18:00,984,470,2,19.44280052,-99.14800262,"19.4428005219,-99.1480026245",11,350,0,9684033,20200428,1,Cuahtemoc,15
21,27/01/2021 18:00,985,471,1,19.48399925,-99.14980316,"19.4839992523,-99.1498031616",5,0,0,9685140,20200428,1,Gustavo A. Madero,5
22,27/01/2021 18:00,467,509,1,19.43729973,-99.14589691,"19.4372997284,-99.1458969116",3,0,0,9755307,20200428,241,Cuahtemoc,15
23,27/01/2021 18:00,483,525,1,19.43610001,-99.12139893,"19.4361000061,-99.1213989258",0,0,0,9755507,20200428,241,Venustiano Carranza,17
24,27/01/2021 18:00,486,528,1,19.42900085,-99.13210297,"19.4290008545,-99.1321029663",6,0,0,9755730,20200428,241,Cuahtemoc,15
25,27/01/2021 18:00,490,532,2,19.43560028,-99.11640167,"19.4356002808,-99.1164016724",3,214,0,9755357,20200428,241,Venustiano Carranza,17
26,27/01/2021 18:00,491,533,1,19.44499969,-99.15229797,"19.4449996948,-99.1522979736",0,0,0,9755605,20200428,241,Cuahtemoc,15
27,27/01/2021 18:00,492,534,2,19.43560028,-99.15460205,"19.4356002808,-99.1546020508",0,385,0,9755186,20200428,241,Cuahtemoc,15
28,27/01/2021 18:00,496,538,2,19.4409008,-99.15260315,"19.4409008026,-99.1526031494",4,203,0,9755218,20200428,241,Cuahtemoc,15
29,27/01/2021 18:00,512,554,1,19.4307003,-99.1155014,"19.4307003021,-99.1155014038",0,0,0,9755460,20200428,241,Venustiano Carranza,17
30,27/01/2021 18:00,557,614,2,19.42910004,-99.11430359,"19.4291000366,-99.1143035889",11,1015,2,,,,Venustiano Carranza,17
31,27/01/2021 18:00,562,619,2,19.49740028,-99.08969879,"19.4974002838,-99.0896987915",0,499,0,9679510,20200428,161,Gustavo A. Madero,5
32,27/01/2021 18:00,10000,620,2,19.4321003,-99.11509705,"19.432100296,-99.1150970459",7,85,0,9679007,20200428,161,Venustiano Carranza,17
33,27/01/2021 18:00,1085,712,2,19.49530029,-99.15480042,"19.495300293,-99.154800415",11,169,0,9740927,20200428,61,Azcapotzalco,2
34,27/01/2021 18:00,1115,762,2,19.47579956,-99.08989716,"19.4757995605,-99.0898971558",10,324,0,9739719,20200428,61,Gustavo A. Madero,5
35,27/01/2021 18:00,1120,767,2,19.49069977,-99.13310242,"19.4906997681,-99.133102417",1,0,0,9741043,20200428,61,Gustavo A. Madero,5
36,27/01/2021 18:00,1132,784,2,19.4734993,-99.07029724,"19.4734992981,-99.0702972412",10,263,0,9739559,20200428,61,Gustavo A. Madero,5
37,27/01/2021 18:00,702,802,1,19.48349953,-99.11389923,"19.483499527,-99.113899231",5,0,0,9673172,20200428,171,Gustavo A. Madero,5
38,27/01/2021 18:00,705,805,2,19.48749924,-99.11380005,"19.4874992371,-99.1138000488",0,547,0,9673362,20200428,171,Gustavo A. Madero,5
39,27/01/2021 18:00,713,813,2,19.45459938,-99.13020325,"19.4545993805,-99.1302032471",8,223,0,9673662,20200428,171,Cuahtemoc,15
40,27/01/2021 18:00,716,816,2,19.42580032,-99.19309998,"19.4258003235,-99.1930999756",3,643,0,9670725,20200428,171,Miguel Hidalgo,16
41,27/01/2021 18:00,753,905,2,19.45339966,-99.13079834,"19.4533996582,-99.1307983398",5,0,0,9672098,20200428,171,Cuahtemoc,15
42,27/01/2021 18:00,757,909,2,19.45929909,-99.12840271,"19.4592990875,-99.12840271",0,181,0,9673542,20200428,171,Cuahtemoc,15
43,27/01/2021 18:00,760,912,2,19.42679977,-99.19940186,"19.4267997742,-99.1994018555",0,0,2,,,,Miguel Hidalgo,16
44,27/01/2021 18:00,766,918,2,19.42980003,-99.16149902,"19.4298000336,-99.1614990234",5,147,0,9674093,20200428,171,Cuahtemoc,15
